t,x,y,yaw,depth_image_path,clr_image_path
1040.94446965,3.955710950376559e-08,-6.818768219589232e-08,-5.966806386318573e-07,/home/yolo/slam_images/0.0/right_32FC1_1040.94446965.tiff,/home/yolo/slam_images/0.0/right_rgb8_1040.94446965.png
1040.94446965,3.955710950376559e-08,-6.818768219589232e-08,-5.966806386318573e-07,/home/yolo/slam_images/0.0/left_32FC1_1040.94446965.tiff,/home/yolo/slam_images/0.0/left_rgb8_1040.94446965.png
1040.94446965,3.955710950376559e-08,-6.818768219589232e-08,-5.966806386318573e-07,/home/yolo/slam_images/0.0/front_32FC1_1040.94446965.tiff,/home/yolo/slam_images/0.0/front_rgb8_1040.94446965.png
1040.94446965,3.955710950376559e-08,-6.818768219589232e-08,-5.966806386318573e-07,/home/yolo/slam_images/0.0/rear_32FC1_1040.94446965.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1040.94446965.png
1041.11113632,-2.7622742622754744e-06,-1.279244525798672e-06,0.011275014574739759,/home/yolo/slam_images/0.0/right_32FC1_1041.144469655.tiff,/home/yolo/slam_images/0.0/right_rgb8_1041.144469655.png
1041.11113632,-2.7622742622754744e-06,-1.279244525798672e-06,0.011275014574739759,/home/yolo/slam_images/0.0/front_32FC1_1041.144469655.tiff,/home/yolo/slam_images/0.0/front_rgb8_1041.144469655.png
1041.11113632,-2.7622742622754744e-06,-1.279244525798672e-06,0.011275014574739759,/home/yolo/slam_images/0.0/rear_32FC1_1041.144469655.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1041.144469655.png
1041.11113632,-2.7622742622754744e-06,-1.279244525798672e-06,0.011275014574739759,/home/yolo/slam_images/0.0/left_32FC1_1041.144469655.tiff,/home/yolo/slam_images/0.0/left_rgb8_1041.144469655.png
1041.311136325,-3.3430412002681083e-06,-1.04699366634417e-06,0.10811343629851691,/home/yolo/slam_images/0.0/right_32FC1_1041.344469659.tiff,/home/yolo/slam_images/0.0/right_rgb8_1041.344469659.png
1041.311136325,-3.3430412002681083e-06,-1.04699366634417e-06,0.10811343629851691,/home/yolo/slam_images/0.0/front_32FC1_1041.344469659.tiff,/home/yolo/slam_images/0.0/front_rgb8_1041.344469659.png
1041.311136325,-3.3430412002681083e-06,-1.04699366634417e-06,0.10811343629851691,/home/yolo/slam_images/0.0/rear_32FC1_1041.344469659.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1041.344469659.png
1041.311136325,-3.3430412002681083e-06,-1.04699366634417e-06,0.10811343629851691,/home/yolo/slam_images/0.0/left_32FC1_1041.344469659.tiff,/home/yolo/slam_images/0.0/left_rgb8_1041.344469659.png
1041.51113633,-0.010006499096973341,0.009998014203952018,0.20175132515859642,/home/yolo/slam_images/0.0/right_32FC1_1041.544469664.tiff,/home/yolo/slam_images/0.0/right_rgb8_1041.544469664.png
1041.51113633,-0.010006499096973341,0.009998014203952018,0.20175132515859642,/home/yolo/slam_images/0.0/left_32FC1_1041.544469664.tiff,/home/yolo/slam_images/0.0/left_rgb8_1041.544469664.png
1041.51113633,-0.010006499096973341,0.009998014203952018,0.20175132515859642,/home/yolo/slam_images/0.0/rear_32FC1_1041.544469664.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1041.544469664.png
1041.51113633,-0.010006499096973341,0.009998014203952018,0.20175132515859642,/home/yolo/slam_images/0.0/front_32FC1_1041.544469664.tiff,/home/yolo/slam_images/0.0/front_rgb8_1041.544469664.png
1041.711136335,-0.010007710496963022,0.009997913264637628,0.3460998970120537,/home/yolo/slam_images/0.0/right_32FC1_1041.744469669.tiff,/home/yolo/slam_images/0.0/right_rgb8_1041.744469669.png
1041.711136335,-0.010007710496963022,0.009997913264637628,0.3460998970120537,/home/yolo/slam_images/0.0/left_32FC1_1041.744469669.tiff,/home/yolo/slam_images/0.0/left_rgb8_1041.744469669.png
1041.711136335,-0.010007710496963022,0.009997913264637628,0.3460998970120537,/home/yolo/slam_images/0.0/front_32FC1_1041.744469669.tiff,/home/yolo/slam_images/0.0/front_rgb8_1041.744469669.png
1041.711136335,-0.010007710496963022,0.009997913264637628,0.3460998970120537,/home/yolo/slam_images/0.0/rear_32FC1_1041.744469669.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1041.744469669.png
1041.91113634,-0.01000832638684139,0.009998088277438998,0.508421195110166,/home/yolo/slam_images/0.0/left_32FC1_1041.944469674.tiff,/home/yolo/slam_images/0.0/left_rgb8_1041.944469674.png
1041.91113634,-0.01000832638684139,0.009998088277438998,0.508421195110166,/home/yolo/slam_images/0.0/front_32FC1_1041.944469674.tiff,/home/yolo/slam_images/0.0/front_rgb8_1041.944469674.png
1041.91113634,-0.01000832638684139,0.009998088277438998,0.508421195110166,/home/yolo/slam_images/0.0/rear_32FC1_1041.944469674.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1041.944469674.png
1041.91113634,-0.01000832638684139,0.009998088277438998,0.508421195110166,/home/yolo/slam_images/0.0/right_32FC1_1041.944469674.tiff,/home/yolo/slam_images/0.0/right_rgb8_1041.944469674.png
1042.111136345,-0.010010713897120766,-2.4847670475956208e-06,0.6679053114045974,/home/yolo/slam_images/0.0/right_32FC1_1042.144469679.tiff,/home/yolo/slam_images/0.0/right_rgb8_1042.144469679.png
1042.111136345,-0.010010713897120766,-2.4847670475956208e-06,0.6679053114045974,/home/yolo/slam_images/0.0/rear_32FC1_1042.144469679.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1042.144469679.png
1042.111136345,-0.010010713897120766,-2.4847670475956208e-06,0.6679053114045974,/home/yolo/slam_images/0.0/left_32FC1_1042.144469679.tiff,/home/yolo/slam_images/0.0/left_rgb8_1042.144469679.png
1042.111136345,-0.010010713897120766,-2.4847670475956208e-06,0.6679053114045974,/home/yolo/slam_images/0.0/front_32FC1_1042.144469679.tiff,/home/yolo/slam_images/0.0/front_rgb8_1042.144469679.png
1042.31113635,-1.255968302109507e-05,-5.310695351814303e-06,0.8469872656503385,/home/yolo/slam_images/0.0/front_32FC1_1042.344469684.tiff,/home/yolo/slam_images/0.0/front_rgb8_1042.344469684.png
1042.31113635,-1.255968302109507e-05,-5.310695351814303e-06,0.8469872656503385,/home/yolo/slam_images/0.0/right_32FC1_1042.344469684.tiff,/home/yolo/slam_images/0.0/right_rgb8_1042.344469684.png
1042.31113635,-1.255968302109507e-05,-5.310695351814303e-06,0.8469872656503385,/home/yolo/slam_images/0.0/left_32FC1_1042.344469684.tiff,/home/yolo/slam_images/0.0/left_rgb8_1042.344469684.png
1042.31113635,-1.255968302109507e-05,-5.310695351814303e-06,0.8469872656503385,/home/yolo/slam_images/0.0/rear_32FC1_1042.344469684.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1042.344469684.png
1042.511136354,-0.010013023600073,0.009992311415307934,1.0438384499280897,/home/yolo/slam_images/0.0/right_32FC1_1042.544469689.tiff,/home/yolo/slam_images/0.0/right_rgb8_1042.544469689.png
1042.511136354,-0.010013023600073,0.009992311415307934,1.0438384499280897,/home/yolo/slam_images/0.0/front_32FC1_1042.544469689.tiff,/home/yolo/slam_images/0.0/front_rgb8_1042.544469689.png
1042.511136354,-0.010013023600073,0.009992311415307934,1.0438384499280897,/home/yolo/slam_images/0.0/rear_32FC1_1042.544469689.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1042.544469689.png
1042.511136354,-0.010013023600073,0.009992311415307934,1.0438384499280897,/home/yolo/slam_images/0.0/left_32FC1_1042.544469689.tiff,/home/yolo/slam_images/0.0/left_rgb8_1042.544469689.png
1042.711136359,-1.369466608502457e-05,-0.010010212840134055,1.2089137954310112,/home/yolo/slam_images/0.0/right_32FC1_1042.744469693.tiff,/home/yolo/slam_images/0.0/right_rgb8_1042.744469693.png
1042.711136359,-1.369466608502457e-05,-0.010010212840134055,1.2089137954310112,/home/yolo/slam_images/0.0/front_32FC1_1042.744469693.tiff,/home/yolo/slam_images/0.0/front_rgb8_1042.744469693.png
1042.711136359,-1.369466608502457e-05,-0.010010212840134055,1.2089137954310112,/home/yolo/slam_images/0.0/left_32FC1_1042.744469693.tiff,/home/yolo/slam_images/0.0/left_rgb8_1042.744469693.png
1042.711136359,-1.369466608502457e-05,-0.010010212840134055,1.2089137954310112,/home/yolo/slam_images/0.0/rear_32FC1_1042.744469693.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1042.744469693.png
1042.911136364,-0.010014549251763805,-0.0200108817343165,1.4287258932986908,/home/yolo/slam_images/0.0/left_32FC1_1042.944469698.tiff,/home/yolo/slam_images/0.0/left_rgb8_1042.944469698.png
1042.911136364,-0.010014549251763805,-0.0200108817343165,1.4287258932986908,/home/yolo/slam_images/0.0/rear_32FC1_1042.944469698.tiff,/home/yolo/slam_images/0.0/rear_rgb8_1042.944469698.png
